,id,type,gantryType,lat,lng,pilenumber,status,startTime,endTime,etcGantryHex,POWERSUPPLYNODENAME,POWERSUPPLYNODEDISTANCE,name,boundaryType,tollIntervals,rsuManUID,rsuModel,rsuID,VPLRUID,VPLRModel,VPLRID,HDVUID,HDVModel,HDVID,controllerUID,controllerModel,controllerID,controllerSysVer,serverUID,serverModel,serverID,serverSysVer,serverDBVer,vehDetectorUID,vehDetectorModel,vehDetectorID,weatherDetectorUID,weatherDetectorModel,weatherDetectorID,classDetectorUID,classDetectorModel,classDetectorID,loadDetectionUID,loadDetectionModel,loadDetectionID,tempControllerUID,tempControllerModel,tempControllerID,powerControllerUID,powerControllerModel,powerControllerID,safeEquipUID,safeEquipModel,safeEquipID,lineType,operators,dataMergePoint,imei,ip,snmpVersion,snmpPort,community,securityName,securityLevel,authentication,authKey,encryption,secretKey,operation,COMPANYNAME,station,LANE,stationfx,LANEFX,note,PICNUM,NUM,SORT,LANECOUNT,gantrySign,reEtcGantryHex,agencyGantryIds,REGIONALISMCODE,COUNTRYNAME,REGIONNAME
372,G002061001000320010,0,1,37.577321,110.609971,1069.65,2,2020/1/1,2027/10/27,6D7586,辛家沟收费站,2600,中角立交-辛家沟立交,,G002061001000320,0xA8,iAntenna-G,01198953|01198964|01198532|01198796,0X01,iDS-TCV300-A6ER/25CH,D66700590|D55768435|D55768640,0X01,iDS-TCV900-AER/25CH,D67069038|D67068687,0x01,iAntenna-G,98A500007383N-001|98A500007335N-001,Euler系统固件版本,0x05,NF5280M5,419210088|419210062,centos7.6,mySQL,,,,,,,,,,,,,,,,,,,,,,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,,,0,86B,1,30086,2|1,G20 1067 B,6C7585,,610829,吴堡县,榆林市
373,G002061001000410010,0,1,37.562959,110.300873,1098.78,2,2020/1/1,2027/10/27,6C7587,刘家坪4号隧道,2400,中角立交-绥德立交,,G002061001000410,0xA8,iAntenna-G,01195187|01195192|01195161|01195199,0X01,iDS-TCV300-A6ER/25CH,D55768629|D55768631|D66700726,0X01,iDS-TCV900-AER/25CH,D67069002|D67069025,0x01,iAntenna-G,98A500007008N-001|98A500007013N-001,Euler系统固件版本,0x05,NF5280M5,419210076|419209995,centos7.6,mySQL,,,,,,,,,,,,,,,,,,,,,,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,,,0,88A,1,30087,2|1,G20 1103 A,6D7588,,610826,绥德县,榆林市
374,G002061001000420010,0,1,37.562397,110.300436,1098.82,2,2020/1/1,2027/10/27,6D7588,刘家坪4号隧道,2400,绥德立交-中角立交,,G002061001000420,0xA8,iAntenna-G,01198720|01198702|01198785|01198792,0X01,iDS-TCV300-A6ER/25CH,D55768643|D55768628|55768618,0X01,iDS-TCV900-AER/25CH,D67069021|D67069007,0x01,iAntenna-G,98A500007124N-001|98A500007357N-001,Euler系统固件版本,0x05,NF5280M5,419210076|419209995,centos7.6,mySQL,,,,,,,,,,,,,,,,,,,,,,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,,,0,88B,1,30088,2|1,G20 1079 B,6C7587,,610826,绥德县,榆林市
375,G002061001000510010,0,1,37.562189,110.217849,1106.376,2,2020/1/1,2027/10/27,6C7589,问沟隧道,400,绥德立交-石家湾立交,,G002061001000510,0xA8,iAntenna-G,01194396|01194289|01194379|01194462,0X01,iDS-TCV300-A6ER/25CH,D66700729|D55768644|55768460,0X01,iDS-TCV900-AER/25CH,D67068997|D67069003,0x01,iAntenna-G,98A500007057N-001|98A500007294N-001,Euler系统固件版本,0x05,NF5280M5,419210029|419209973,centos7.6,mySQL,,,,,,,,,,,,,,,,,,,,,,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,,,0,90A,1,30089,2|1,G20 1109 A,6D758A,,610826,绥德县,榆林市
376,G002061001000520010,0,1,37.562527,110.216327,1106.506,2,2020/1/1,2027/10/27,6D758A,问沟隧道,400,石家湾立交-绥德立交,,G002061001000520,0xA8,iAntenna-G,01194399|01194256|01194397|01194376,0X01,iDS-TCV300-A6ER/25CH,D55768617|D55768421|55768633,0X01,iDS-TCV900-AER/25CH,D67069034|D67069041,0x01,iAntenna-G,98A500006996N-001|98A500007039N-001,Euler系统固件版本,0x05,NF5280M5,419210029|419209973,centos7.6,mySQL,,,,,,,,,,,,,,,,,,,,,,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,,,0,90B,1,30090,2|1,G20 1103 B,6C7589,,610826,绥德县,榆林市
377,G002061001000710010,0,2,37.45945,110.687656,1053.382,2,2007/10/19,2027/10/27,6CF03F,吴堡收费站,0,吴堡站-吴堡_001车道,,G002061001000710,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100201010010,6,,1,63,1|0,,6DF040,,610829,吴堡县,榆林市
378,G002061001000710020,0,2,37.45945,110.687656,1053.382,2,2019/10/24,2027/10/27,6CF03F,吴堡收费站,0,吴堡站-吴堡_002车道,,G002061001000710,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100201010020,6,,2,63,1|0,,6DF040,,610829,吴堡县,榆林市
379,G002061001000710030,0,2,37.45945,110.687656,1053.382,2,2007/10/19,2027/10/27,6CF03F,吴堡收费站,0,吴堡站-吴堡_003车道,,G002061001000710,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100201010030,6,,3,63,1|0,,6DF040,,610829,吴堡县,榆林市
380,G002061001000720010,0,2,37.45945,110.687656,1053.382,2,2019/10/24,2027/10/27,6DF040,吴堡收费站,0,吴堡-吴堡站_101车道,,G002061001000720,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100202010010,6,,1,64,1|0,,6CF03F,,610829,吴堡县,榆林市
381,G002061001000720020,0,2,37.45945,110.687656,1053.382,2,2007/10/19,2027/10/27,6DF040,吴堡收费站,0,吴堡-吴堡站_102车道,,G002061001000720,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100202010020,6,,2,64,1|0,,6CF03F,,610829,吴堡县,榆林市
382,G002061001000720030,0,2,37.45945,110.687656,1053.382,2,2019/10/24,2027/10/27,6DF040,吴堡收费站,0,吴堡-吴堡站_103车道,,G002061001000720,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100202010030,6,,3,64,1|0,,6CF03F,,610829,吴堡县,榆林市
383,G002061001000720040,0,2,37.45945,110.687656,1053.382,2,2007/10/19,2027/10/27,6DF040,吴堡收费站,0,吴堡-吴堡站_104车道,,G002061001000720,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100202010040,6,,4,64,1|0,,6CF03F,,610829,吴堡县,榆林市
384,G002061001000720050,0,2,37.45945,110.687656,1053.382,2,2007/10/19,2027/10/27,6DF040,吴堡收费站,0,吴堡-吴堡站_105车道,,G002061001000720,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010020,G00206100100202010050,6,,5,64,1|0,,6CF03F,,610829,吴堡县,榆林市
385,G002061001000810010,0,2,37.570571,110.632294,1067.348,2,2007/10/19,2027/10/27,6CF041,辛家沟收费站,0,辛家沟站-辛家沟_001车道,,G002061001000810,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010030,G00206100100301010010,6,,1,65,1|0,,6DF042,,610829,吴堡县,榆林市
386,G002061001000810020,0,2,37.570571,110.632294,1067.348,2,2019/10/24,2027/10/27,6CF041,辛家沟收费站,0,辛家沟站-辛家沟_002车道,,G002061001000810,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010030,G00206100100301010020,6,,2,65,1|0,,6DF042,,610829,吴堡县,榆林市
387,G002061001000810030,0,2,37.570571,110.632294,1067.348,2,2007/10/19,2027/10/27,6CF041,辛家沟收费站,0,辛家沟站-辛家沟_003车道,,G002061001000810,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010030,G00206100100301010030,6,,3,65,1|0,,6DF042,,610829,吴堡县,榆林市
388,G002061001000820010,0,2,37.570832,110.631681,1067.348,2,2007/10/19,2027/10/27,6DF042,辛家沟收费站,0,辛家沟-辛家沟站_101车道,,G002061001000820,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010030,G00206100100302010010,6,,1,66,1|0,,6CF041,,610829,吴堡县,榆林市
389,G002061001000820020,0,2,37.570832,110.631681,1067.348,2,2019/10/24,2027/10/27,6DF042,辛家沟收费站,0,辛家沟-辛家沟站_102车道,,G002061001000820,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010030,G00206100100302010020,6,,2,66,1|0,,6CF041,,610829,吴堡县,榆林市
390,G002061001000820030,0,2,37.570832,110.631681,1067.348,2,2007/10/19,2027/10/27,6DF042,辛家沟收费站,0,辛家沟-辛家沟站_103车道,,G002061001000820,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010030,G00206100100302010030,6,,3,66,1|0,,6CF041,,610829,吴堡县,榆林市
391,G002061001000910010,0,2,37.572975,110.501742,1079.387,2,2007/10/19,2027/10/27,6CF043,中角收费站,0,中角站-中角_001车道,,G002061001000910,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010040,G00206100100401010010,6,,1,67,1|0,,6DF044,,610826,绥德县,榆林市
392,G002061001000910020,0,2,37.572975,110.501742,1079.387,2,2019/10/24,2027/10/27,6CF043,中角收费站,0,中角站-中角_002车道,,G002061001000910,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010040,G00206100100401010020,6,,2,67,1|0,,6DF044,,610826,绥德县,榆林市
393,G002061001000910030,0,2,37.572975,110.501742,1079.387,2,2007/10/19,2027/10/27,6CF043,中角收费站,0,中角站-中角_003车道,,G002061001000910,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010040,G00206100100401010030,6,,3,67,1|0,,6DF044,,610826,绥德县,榆林市
394,G002061001000920010,0,2,37.57305,110.502239,1079.387,2,2007/10/19,2027/10/27,6DF044,中角收费站,0,中角-中角站_101车道,,G002061001000920,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010040,G00206100100402010010,6,,1,68,1|0,,6CF043,,610826,绥德县,榆林市
395,G002061001000920020,0,2,37.57305,110.502239,1079.387,2,2019/10/24,2027/10/27,6DF044,中角收费站,0,中角-中角站_102车道,,G002061001000920,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010040,G00206100100402010020,6,,2,68,1|0,,6CF043,,610826,绥德县,榆林市
396,G002061001000920030,0,2,37.57305,110.502239,1079.387,2,2007/10/19,2027/10/27,6DF044,中角收费站,0,中角-中角站_103车道,,G002061001000920,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010040,G00206100100402010030,6,,3,68,1|0,,6CF043,,610826,绥德县,榆林市
397,G002061001001010010,0,2,37.557943,110.253479,1102.3,2,2007/10/19,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_001车道,,G002061001001010,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010010,6,,1,69,1|0,,6DF046,,610826,绥德县,榆林市
398,G002061001001010020,0,2,37.557943,110.253479,1102.3,2,2007/10/19,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_002车道,,G002061001001010,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010020,6,,2,69,1|0,,6DF046,,610826,绥德县,榆林市
399,G002061001001010030,0,2,37.557943,110.253479,1102.3,2,2019/10/24,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_003车道,,G002061001001010,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010030,6,,3,69,1|0,,6DF046,,610826,绥德县,榆林市
400,G002061001001010040,0,2,37.557943,110.253479,1102.3,2,2007/10/19,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_007车道,,G002061001001010,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010040,6,,4,69,1|0,,6DF046,,610826,绥德县,榆林市
401,G002061001001010050,0,2,37.557943,110.253479,1102.3,2,2007/10/19,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_008车道,,G002061001001010,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010050,6,,5,69,1|0,,6DF046,,610826,绥德县,榆林市
402,G002061001001010060,0,2,37.557943,110.253479,1102.3,2,2017/10/17,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_010车道,,G002061001001010,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010060,6,,6,69,1|0,,6DF046,,610826,绥德县,榆林市
403,G002061001001010070,0,2,37.557943,110.253479,1102.3,2,2019/10/24,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_011车道,,G002061001001010,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010070,6,,7,69,1|0,,6DF046,,610826,绥德县,榆林市
404,G002061001001010080,0,2,37.557943,110.253479,1102.3,2,2019/10/24,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_004车道,,G002061001001010,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010080,6,,8,69,1|0,,6DF046,,610826,绥德县,榆林市
405,G002061001001010090,0,2,37.557943,110.253479,1102.3,2,2007/10/19,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_005车道,,G002061001001010,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010090,6,,9,69,1|0,,6DF046,,610826,绥德县,榆林市
406,G002061001001010100,0,2,37.557943,110.253479,1102.3,2,2007/10/19,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_006车道,,G002061001001010,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010100,6,,10,69,1|0,,6DF046,,610826,绥德县,榆林市
407,G002061001001010110,0,2,37.557943,110.253479,1102.3,2,2007/10/19,2027/10/27,6CF045,绥德收费站,0,绥德站-绥德_009车道,,G002061001001010,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100501010110,6,,11,69,1|0,,6DF046,,610826,绥德县,榆林市
408,G002061001001020010,0,2,37.559408,110.254631,1102.6,2,2007/10/19,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_101车道,,G002061001001020,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010010,6,,1,70,1|0,,6CF045,,610826,绥德县,榆林市
409,G002061001001020020,0,2,37.559408,110.254631,1102.6,2,2007/10/19,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_102车道,,G002061001001020,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010020,6,,2,70,1|0,,6CF045,,610826,绥德县,榆林市
410,G002061001001020030,0,2,37.559408,110.254631,1102.6,2,2007/10/19,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_103车道,,G002061001001020,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010030,6,,3,70,1|0,,6CF045,,610826,绥德县,榆林市
411,G002061001001020040,0,2,37.559408,110.254631,1102.6,2,2007/10/19,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_104车道,,G002061001001020,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010040,6,,4,70,1|0,,6CF045,,610826,绥德县,榆林市
412,G002061001001020050,0,2,37.559408,110.254631,1102.6,2,2019/10/24,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_105车道,,G002061001001020,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010050,6,,5,70,1|0,,6CF045,,610826,绥德县,榆林市
413,G002061001001020060,0,2,37.559408,110.254631,1102.6,2,2019/10/24,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_106车道,,G002061001001020,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010060,6,,6,70,1|0,,6CF045,,610826,绥德县,榆林市
414,G002061001001020070,0,2,37.559408,110.254631,1102.6,2,2019/10/24,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_107车道,,G002061001001020,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010070,6,,7,70,1|0,,6CF045,,610826,绥德县,榆林市
415,G002061001001020080,0,2,37.559408,110.254631,1102.6,2,2007/10/17,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_108车道,,G002061001001020,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010080,6,,8,70,1|0,,6CF045,,610826,绥德县,榆林市
416,G002061001001020090,0,2,37.559408,110.254631,1102.6,2,2007/10/19,2027/10/27,6DF046,绥德收费站,0,绥德-绥德站_109车道,,G002061001001020,0x01,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,吴靖,,,G0020610010050,G00206100100502010090,6,,9,70,1|0,,6CF045,,610826,绥德县,榆林市
417,G002061002000110010,0,1,37.578854,110.079654,1119.35,2,2020/1/1,2027/10/27,6C758B,子洲收费站,4150,石家湾立交-子洲匝道,,G002061002000110|G002061001000610,0xA8,iAntenna-G,01195226|01195179|01195257|01195185,0X01,iDS-TCV300-A6ER/25CH,D66700806|D55768468|D66700727,0X01,iDS-TCV900-AER/25CH,D67069035|D67069060,0x01,iAntenna-G,98A500007053N-001|98A500007323N-001,Euler系统固件版本,0x05,NF5280M5,419209764|419209992,centos7.6,mySQL,,,,,,,,,,,,,,,,,,,,,,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58 ,,0.0.0.0,,161,,,,,,,,1,吴靖,,,,,0,92A,1,30091,2|1,G20 1122 A,6D758C,,610831,子洲县,榆林市
418,G002061002000120010,0,1,37.578108,110.078712,1119.4,2,2020/1/1,2027/10/27,6D758C,子洲收费站,4150,子洲匝道-石家湾立交,,G002061002000120|G002061001000620,0xA8,iAntenna-G,01195005|01195444|01195140|01195251,0X01,iDS-TCV300-A6ER/25CH,D66700728|D66700723|D55768559,0X01,iDS-TCV900-AER/25CH,D67069040|D67069042,0x01,iAntenna-G,98A500007188N-001|98A500007131N-001,Euler系统固件版本,0x05,NF5280M5,419209764|419209992,centos7.6,mySQL,,,,,,,,,,,,,,,,,,,,,,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58 ,,0.0.0.0,,161,,,,,,,,1,吴靖,,,,,0,92B,1,30092,2|1,G20 1109 B,6C758B,,610831,子洲县,榆林市
